"latitude","longitude","cep","casosAcumulados","casosRecuperados","casosRecuperados.1","casosAtivos","casosAtivos.1","ultimaNotificacao","ultimaNotificacao.1"
-22.8184282,-43.3769736,21650400,1,1,1,0,0,"22/05/2020","22/05/2020"
-22.9357923,-43.6784521,23520367,1,1,1,0,0,"21/05/2020","21/05/2020"
-22.9558253,-43.3321819,22753509,1,0,0,0,0,"02/06/2020","02/06/2020"
-22.8236641,-43.3208645,21230490,1,1,1,0,0,"22/06/2020","22/06/2020"
-22.8231701,-43.3205627,21230480,1,1,1,0,0,"18/06/2020","18/06/2020"
-22.8241581,-43.3211663,21230470,1,1,1,0,0,"30/06/2020","30/06/2020"
-22.879853,-43.5494535,23092170,1,1,1,0,0,"18/05/2020","18/05/2020"
-22.8802637,-43.4723088,21820030,1,1,1,0,0,"15/06/2020","15/06/2020"
-22.9358351,-43.6789765,23520369,1,1,1,0,0,"01/06/2020","01/06/2020"
-22.8291961,-43.3243355,21230363,1,1,1,0,0,"25/04/2020","25/04/2020"
-22.9572675,-43.3328511,22753550,1,1,1,0,0,"17/06/2020","17/06/2020"
-22.9359063,-43.6772534,23520375,1,1,1,0,0,"12/05/2020","12/05/2020"
-22.935171,-43.6782568,23520376,1,1,1,0,0,"12/06/2020","12/06/2020"
-22.9456544,-43.6414301,23520400,1,1,1,0,0,"20/07/2020","20/07/2020"
-22.8252979,-43.3153558,21230550,1,1,1,0,0,"19/06/2020","19/06/2020"
-22.8249074,-43.3145257,21230560,1,1,1,0,0,"13/06/2020","13/06/2020"
-22.8282689,-43.3158511,21230660,1,0,0,0,0,"25/05/2020","25/05/2020"
-22.8328008,-43.3207136,21231060,1,1,1,0,0,"05/06/2020","05/06/2020"
-22.829622,-43.3208645,21231050,1,1,1,0,0,"14/04/2020","14/04/2020"
-22.9362288,-43.6791263,23520360,1,1,1,0,0,"16/06/2020","16/06/2020"
-22.8879257,-43.4551495,21815470,1,1,1,0,0,"25/06/2020","25/06/2020"
-22.8292472,-43.329432,21230840,1,1,1,0,0,"27/04/2020","27/04/2020"
-22.8289337,-43.3200345,21230810,1,0,0,0,0,"22/04/2020","22/04/2020"
-22.8806018,-43.5488283,23092180,1,1,1,0,0,"06/07/2020","06/07/2020"
-22.9571813,-43.3370938,22753480,1,1,1,0,0,"22/06/2020","22/06/2020"
-22.8814974,-43.4534938,21815490,1,1,1,0,0,"22/07/2020","22/07/2020"
-22.829761,-43.316035,21230730,1,1,1,0,0,"18/05/2020","18/05/2020"
-22.9084317,-43.6096319,23060690,1,1,1,0,0,"15/06/2020","15/06/2020"
-22.9470434,-43.6582262,23520361,1,1,1,0,0,"24/06/2020","24/06/2020"
-22.828857,-43.3293151,21230320,1,1,1,0,0,"16/05/2020","16/05/2020"
-22.9552185,-43.3333135,22753600,1,1,1,0,0,"15/06/2020","15/06/2020"
-22.9552251,-43.3326346,22753610,1,1,1,0,0,"16/04/2020","16/04/2020"
-22.9459625,-43.1624266,22291210,1,1,1,0,0,"13/07/2020","13/07/2020"
-22.8830822,-43.4752351,21820210,1,0,0,0,0,"19/06/2020","19/06/2020"
-22.9450664,-43.1624573,22291170,1,0,0,0,0,"29/04/2020","29/04/2020"
-22.9449011,-43.1585942,22291140,1,1,1,0,0,"30/05/2020","30/05/2020"
-22.9854458,-43.3291642,22753730,1,1,1,0,0,"30/06/2020","30/06/2020"
-22.9496736,-43.6437694,23520520,1,1,1,0,0,"24/06/2020","24/06/2020"
-22.9483307,-43.6457261,23520521,1,1,1,0,0,"25/05/2020","25/05/2020"
-22.8954552,-43.4779014,21820310,1,1,1,0,0,"23/06/2020","23/06/2020"
-22.9271858,-43.6756103,23520524,1,1,1,0,0,"14/04/2020","14/04/2020"
-22.9413122,-43.6484769,23520550,1,0,0,0,0,"02/06/2020","02/06/2020"
-22.9559118,-43.6484442,23520460,1,1,1,0,0,"20/05/2020","20/05/2020"
-22.8781372,-43.5793896,23071688,1,1,1,0,0,"21/04/2020","21/04/2020"
-22.8283706,-43.3281079,21230250,1,1,1,0,0,"28/05/2020","28/05/2020"
-22.9497315,-43.6477273,23520445,1,1,1,0,0,"18/05/2020","18/05/2020"
-22.9617226,-43.3287397,22753620,1,1,1,0,0,"15/06/2020","15/06/2020"
-22.8271753,-43.3285606,21230220,1,1,1,0,0,"16/04/2020","16/04/2020"
-22.9063823,-43.6083614,23060680,1,1,1,0,0,"17/06/2020","17/06/2020"
-22.8277598,-43.3299186,21230170,1,0,0,0,0,"27/04/2020","27/04/2020"
-22.886334,-43.4751632,21820092,1,1,1,0,0,"05/06/2020","05/06/2020"
-22.8253769,-43.3299186,21230140,1,1,1,0,0,"03/06/2020","03/06/2020"
-22.8220855,-43.3317293,21230115,1,1,1,0,0,"01/07/2020","01/07/2020"
-22.8769654,-43.4703486,21820120,1,1,1,0,0,"04/05/2020","04/05/2020"
-22.8794815,-43.5425184,23092121,1,1,1,0,0,"02/05/2020","02/05/2020"
-22.8759413,-43.5311138,23092090,1,1,1,0,0,"27/04/2020","27/04/2020"
-22.964788,-43.3395746,22753370,1,0,0,0,0,"22/04/2020","22/04/2020"
-22.8268243,-43.3229773,21231160,1,1,1,0,0,"09/04/2020","09/04/2020"
-22.8840814,-43.4528918,21815360,1,0,0,0,0,"24/04/2020","24/04/2020"
-22.8884204,-43.462591,21810270,1,1,1,0,0,"16/06/2020","16/06/2020"
-22.8373067,-43.2868701,21235605,1,1,1,0,0,"16/06/2020","16/06/2020"
-22.9410115,-43.6716179,23520260,1,1,1,0,0,"08/06/2020","08/06/2020"
-22.840252,-43.3202609,21235575,1,1,1,0,0,"10/07/2020","10/07/2020"
-22.9888998,-43.3115069,22753020,1,1,1,0,0,"06/04/2020","06/04/2020"
-22.8422203,-43.3223737,21235565,1,1,1,0,0,"19/06/2020","19/06/2020"
-22.8386003,-43.3158841,21235560,1,1,1,0,0,"22/05/2020","22/05/2020"
-22.9111741,-43.6214275,23061450,1,1,1,0,0,"23/04/2020","23/04/2020"
-22.9413611,-43.6682626,23520263,1,1,1,0,0,"27/05/2020","27/05/2020"
-22.9794232,-43.3269434,22753032,1,1,1,0,0,"19/06/2020","19/06/2020"
-22.9122209,-43.6218777,23061370,1,1,1,0,0,"10/06/2020","10/06/2020"
-22.8400408,-43.32177,21235535,1,1,1,0,0,"19/05/2020","19/05/2020"
-22.9874379,-43.3285606,22753035,1,1,1,0,0,"05/06/2020","05/06/2020"
-22.9133253,-43.6226837,23061360,1,1,1,0,0,"24/04/2020","24/04/2020"
-22.8841583,-43.4649316,21815012,1,1,1,0,0,"17/06/2020","17/06/2020"
-22.9095894,-43.6205836,23061470,1,1,1,0,0,"05/06/2020","05/06/2020"
-22.8397985,-43.323711,21235505,1,0,0,0,0,"19/05/2020","19/05/2020"
-22.8370404,-43.3137493,21235670,1,1,1,0,0,"01/06/2020","01/06/2020"
-22.9471998,-43.330824,22750450,1,1,1,0,0,"22/06/2020","22/06/2020"
-22.874378,-43.5790893,23071626,1,0,0,0,0,"14/05/2020","14/05/2020"
-22.8304789,-43.3137368,21236020,1,1,1,0,0,"08/07/2020","08/07/2020"
-22.8747312,-43.5784888,23071630,1,0,0,0,0,"15/05/2020","15/05/2020"
-22.8355968,-43.3137351,21235790,1,0,0,0,0,"06/04/2020","06/04/2020"
-22.9472706,-43.3316201,22750660,1,1,1,0,0,"10/06/2020","10/06/2020"
-22.9475824,-43.3323328,22750700,1,0,0,0,0,"30/04/2020","30/04/2020"
-22.8345649,-43.3115069,21235730,1,1,1,0,0,"15/04/2020","15/04/2020"
-22.8755571,-43.4525907,21810210,1,1,1,0,0,"30/03/2020","30/03/2020"
-22.8749259,-43.5787891,23071632,1,1,1,0,0,"14/05/2020","14/05/2020"
-22.8344846,-43.3167421,21235640,1,1,1,0,0,"24/06/2020","24/06/2020"
-22.9448226,-43.3404797,22753042,1,1,1,0,0,"24/05/2020","24/05/2020"
-22.9129791,-43.6213718,23061340,1,1,1,0,0,"24/05/2020","24/05/2020"
-22.8769351,-43.5813001,23071648,1,1,1,0,0,"19/05/2020","19/05/2020"
-22.876476,-43.5818667,23071650,1,1,1,0,0,"28/04/2020","28/04/2020"
-22.883952,-43.455902,21815220,1,1,1,0,0,"05/06/2020","05/06/2020"
-22.9357577,-43.6733576,23520320,1,1,1,0,0,"19/05/2020","19/05/2020"
-22.9081926,-43.6046804,23060760,1,1,1,0,0,"29/06/2020","29/06/2020"
-22.9780123,-43.3238222,22753215,1,1,1,0,0,"26/06/2020","26/06/2020"
-22.9379233,-43.6741817,23520329,1,1,1,0,0,"27/03/2020","27/03/2020"
-22.8851717,-43.4554513,21815260,1,1,1,0,0,"01/07/2020","01/07/2020"
-22.9340301,-43.6704532,23520332,1,1,1,0,0,"12/05/2020","12/05/2020"
-22.9719426,-43.3290133,22753280,1,1,1,0,0,"15/06/2020","15/06/2020"
-22.8370731,-43.3330312,21231230,1,1,1,0,0,"29/06/2020","29/06/2020"
-22.8768653,-43.5824672,23071656,1,1,1,0,0,"19/05/2020","19/05/2020"
-22.9210612,-43.1804246,23060730,1,1,1,0,0,"11/05/2020","11/05/2020"
-22.8393204,-43.3247882,21235230,1,1,1,0,0,"15/06/2020","15/06/2020"
-22.8410642,-43.320418,21235495,1,1,1,0,0,"26/05/2020","26/05/2020"
-22.9770609,-43.3235809,22753160,1,1,1,0,0,"10/07/2020","10/07/2020"
-22.8838049,-43.4641921,21815020,1,1,1,0,0,"01/07/2020","01/07/2020"
-22.9080948,-43.6193268,23061190,1,1,1,0,0,"13/04/2020","13/04/2020"
-22.8758919,-43.580966,23071640,1,1,1,0,0,"02/07/2020","02/07/2020"
-22.9731162,-43.330824,22753048,1,0,0,0,0,"27/04/2020","27/04/2020"
-22.883693,-43.4619219,21815091,1,1,1,0,0,"09/06/2020","09/06/2020"
-22.8763859,-43.5817542,23071645,1,1,1,0,0,"07/05/2020","07/05/2020"
-22.8762229,-43.5810167,23071646,1,1,1,0,0,"01/07/2020","01/07/2020"
-22.8310136,-43.3326346,21235380,1,1,1,0,0,"27/04/2020","27/04/2020"
-22.9836584,-43.3291642,22753060,1,1,1,0,0,"03/07/2020","03/07/2020"
-22.9824053,-43.3253918,22753090,1,1,1,0,0,"07/07/2020","07/07/2020"
-22.979524,-43.3255427,22753130,1,1,1,0,0,"29/05/2020","29/05/2020"
-22.975887,-43.3342399,22753736,1,1,1,0,0,"25/06/2020","25/06/2020"
-22.9093098,-43.61026,23060670,1,1,1,0,0,"17/06/2020","17/06/2020"
-22.8839563,-43.481109,21820360,1,1,1,0,0,"30/04/2020","30/04/2020"
-22.9681878,-43.6895382,23530040,1,1,1,0,0,"04/04/2020","04/04/2020"
-22.8773099,-43.473159,21830006,1,1,1,0,0,"08/04/2020","08/04/2020"
-22.8891772,-43.5881715,23073260,1,0,0,1,1,"17/07/2020","17/07/2020"
-22.8360975,-43.3098447,21211760,1,0,0,0,0,"15/05/2020","15/05/2020"
-22.9451211,-43.3505861,22763006,1,0,0,0,0,"05/05/2020","05/05/2020"
-22.8801399,-43.4990788,21830009,1,1,1,0,0,"08/05/2020","08/05/2020"
-22.8473685,-43.2966902,21211480,1,1,1,0,0,"02/07/2020","02/07/2020"
-22.9464788,-43.644989,21211410,1,1,1,0,0,"06/07/2020","06/07/2020"
-22.9072072,-43.6041496,23060500,1,1,1,0,0,"26/06/2020","26/06/2020"
-22.9451122,-43.351491,22763040,1,1,1,0,0,"18/05/2020","18/05/2020"
-22.9108515,-43.6142829,23060470,1,1,1,0,0,"16/05/2020","16/05/2020"
-22.8312357,-43.3056952,21211150,1,1,1,0,0,"21/05/2020","21/05/2020"
-22.832293,-43.3051477,21211130,1,1,1,0,0,"29/05/2020","29/05/2020"
-22.9695508,-43.6831749,23530074,1,1,1,0,0,"01/05/2020","01/05/2020"
-22.8358512,-43.3035876,21211110,1,1,1,0,0,"13/05/2020","13/05/2020"
-22.9391336,-43.3520954,22763090,1,1,1,0,0,"01/07/2020","01/07/2020"
-22.8900427,-43.5904231,23073240,1,1,1,0,0,"06/07/2020","06/07/2020"
-22.9688714,-43.6904957,23530021,1,1,1,0,0,"24/04/2020","24/04/2020"
-22.8277755,-43.2956764,21215320,1,1,1,0,0,"25/05/2020","25/05/2020"
-22.8274947,-43.2945838,21215310,1,1,1,0,0,"04/06/2020","04/06/2020"
-22.8298391,-43.2941453,21215290,1,0,0,1,1,"25/07/2020","25/07/2020"
-22.9471363,-43.6730579,23525200,1,1,1,0,0,"18/06/2020","18/06/2020"
-22.9360084,-43.3484745,22760060,1,1,1,0,0,"28/06/2020","28/06/2020"
-22.8887059,-43.58607,23073200,1,1,1,0,0,"21/04/2020","21/04/2020"
-22.8949209,-43.4778175,21825435,1,1,1,0,0,"16/06/2020","16/06/2020"
-22.8377594,-43.301756,21215200,1,0,0,0,0,"03/05/2020","03/05/2020"
-22.9080037,-43.6079764,23060605,1,1,1,0,0,"10/06/2020","10/06/2020"
-22.8385271,-43.3004717,21215170,1,1,1,0,0,"27/04/2020","27/04/2020"
-22.9530416,-43.1763296,22290060,1,1,1,0,0,"25/05/2020","25/05/2020"
-22.8333813,-43.2900641,21215120,1,1,1,0,0,"01/06/2020","01/06/2020"
-22.9535516,-43.1795691,22290050,1,1,1,0,0,"17/06/2020","17/06/2020"
-22.8902089,-43.5886526,23073230,1,0,0,1,1,"20/07/2020","20/07/2020"
-22.8933691,-43.4754641,21825470,1,1,1,0,0,"30/04/2020","30/04/2020"
-22.8910272,-43.4718532,21825480,1,0,0,0,0,"25/04/2020","25/04/2020"
-22.8284292,-43.2965612,21215330,1,0,0,1,1,"20/07/2020","20/07/2020"
-22.8816455,-43.479101,21830100,1,1,1,0,0,"20/04/2020","20/04/2020"
-22.8416301,-43.2903218,21210460,1,1,1,0,0,"13/05/2020","13/05/2020"
-22.9653913,-43.6916353,23530095,1,1,1,0,0,"26/06/2020","26/06/2020"
-22.8397931,-43.2912384,21210420,1,1,1,0,0,"13/05/2020","13/05/2020"
-22.8792402,-43.48093,21830190,1,1,1,0,0,"18/06/2020","18/06/2020"
-22.8411809,-43.2918803,21210400,1,1,1,0,0,"24/06/2020","24/06/2020"
-22.9795924,-43.6796507,23530110,1,0,0,0,0,"02/05/2020","02/05/2020"
-22.9492685,-43.3589331,22763300,1,1,1,0,0,"28/04/2020","28/04/2020"
-22.9488122,-43.3588054,22763310,1,1,1,0,0,"24/06/2020","24/06/2020"
-22.9485077,-43.359484,22763340,1,1,1,0,0,"13/05/2020","13/05/2020"
-22.8395291,-43.2934658,21210290,1,1,1,0,0,"20/05/2020","20/05/2020"
-22.9506035,-43.358353,22763350,1,0,0,0,0,"28/04/2020","28/04/2020"
-22.9500061,-43.3584602,22763355,1,0,0,0,0,"14/05/2020","14/05/2020"
-22.8781655,-43.4790747,21830220,1,1,1,0,0,"26/04/2020","26/04/2020"
-22.8694478,-43.52659,23092020,1,0,0,0,0,"08/05/2020","08/05/2020"
-22.9755201,-43.6822179,23530115,1,1,1,0,0,"29/04/2020","29/04/2020"
-22.8875897,-43.5884717,23073310,1,1,1,0,0,"27/04/2020","27/04/2020"
-22.9515014,-43.3579006,22763480,1,1,1,0,0,"10/06/2020","10/06/2020"
-22.8410293,-43.2889375,21210470,1,1,1,0,0,"29/05/2020","29/05/2020"
-22.961487,-43.1915139,22281131,1,1,1,0,0,"10/07/2020","10/07/2020"
-22.8793605,-43.4808724,21830180,1,1,1,0,0,"28/04/2020","28/04/2020"
-22.8388675,-43.3075822,21211005,1,1,1,0,0,"16/04/2020","16/04/2020"
-22.8816424,-43.4796604,21830110,1,0,0,0,0,"25/06/2020","25/06/2020"
-22.8803216,-43.4814816,21830140,1,1,1,0,0,"28/05/2020","28/05/2020"
-22.9074067,-43.6126326,23060430,1,0,0,0,0,"15/05/2020","15/05/2020"
-22.8378265,-43.2945638,21210690,1,1,1,0,0,"29/06/2020","29/06/2020"
-22.9454655,-43.3559401,22763210,1,1,1,0,0,"30/04/2020","30/04/2020"
-22.8799586,-43.4798945,21830160,1,0,0,0,0,"19/05/2020","19/05/2020"
-22.9651744,-43.6908652,23530094,1,1,1,0,0,"20/05/2020","20/05/2020"
-22.8487932,-43.3059216,21210640,1,1,1,0,0,"16/06/2020","16/06/2020"
-22.8477085,-43.3041037,21210620,1,1,1,0,0,"08/06/2020","08/06/2020"
-22.8495444,-43.3015436,21210580,1,1,1,0,0,"17/06/2020","17/06/2020"
-22.87903,-43.4804218,21830170,1,1,1,0,0,"05/06/2020","05/06/2020"
-22.9611029,-43.1785563,22290120,1,1,1,0,0,"05/06/2020","05/06/2020"
-22.8345212,-43.3041012,21215410,1,1,1,0,0,"30/05/2020","30/05/2020"
-22.8946105,-43.5892223,23073020,1,0,0,0,0,"09/06/2020","09/06/2020"
-22.8389245,-43.3127144,21220700,1,1,1,0,0,"15/06/2020","15/06/2020"
-22.8430349,-43.319959,21220602,1,1,1,0,0,"09/06/2020","09/06/2020"
-22.8898934,-43.4760659,21825030,1,1,1,0,0,"03/07/2020","03/07/2020"
-22.8441247,-43.3202609,21220530,1,1,1,0,0,"25/05/2020","25/05/2020"
-22.8891357,-43.4765382,21825040,1,1,1,0,0,"13/07/2020","13/07/2020"
-22.8431291,-43.3205627,21220500,1,1,1,0,0,"14/04/2020","14/04/2020"
-22.8752189,-43.5428189,23092067,1,1,1,0,0,"05/06/2020","05/06/2020"
-22.8427597,-43.3172424,21220450,1,1,1,0,0,"16/06/2020","16/06/2020"
-22.8424255,-43.315521,21220430,1,0,0,0,0,"08/05/2020","08/05/2020"
-22.9541894,-43.3370099,22755050,1,1,1,0,0,"02/07/2020","02/07/2020"
-22.8539422,-43.298222,21221010,1,1,1,0,0,"01/05/2020","01/05/2020"
-22.9535468,-43.3315392,22755065,1,1,1,0,0,"19/05/2020","19/05/2020"
-22.9229381,-43.6049805,22753820,1,1,1,0,0,"28/05/2020","28/05/2020"
-22.8832116,-43.4799773,21820373,1,1,1,0,0,"31/03/2020","31/03/2020"
-22.9085625,-43.6056682,23060650,1,1,1,0,0,"29/04/2020","29/04/2020"
-22.8422631,-43.3021598,21221265,1,1,1,0,0,"03/07/2020","03/07/2020"
-22.8447351,-43.3016764,21221260,1,1,1,0,0,"03/06/2020","03/06/2020"
-22.9307391,-43.670147,23520590,1,1,1,0,0,"11/05/2020","11/05/2020"
-22.9611872,-43.3321819,22753800,1,0,0,0,0,"20/04/2020","20/04/2020"
-22.8446504,-43.3002059,21221220,1,0,0,0,0,"10/05/2020","10/05/2020"
-22.9297766,-43.6691617,23520594,1,1,1,0,0,"20/07/2020","20/07/2020"
-22.9631791,-43.3315784,22753802,1,1,1,0,0,"19/05/2020","19/05/2020"
-22.848375,-43.298826,21221160,1,1,1,0,0,"13/05/2020","13/05/2020"
-22.89386,-43.5885074,23073010,1,1,1,0,0,"10/06/2020","10/06/2020"
-22.8840539,-43.4803751,21820400,1,1,1,0,0,"10/06/2020","10/06/2020"
-22.9655125,-43.3338532,22753807,1,1,1,0,0,"12/06/2020","12/06/2020"
-22.9665626,-43.330824,22753811,1,1,1,0,0,"21/06/2020","21/06/2020"
-22.8295956,-43.2997319,21215360,1,0,0,0,0,"06/06/2020","06/06/2020"
-22.8460215,-43.3190535,21220390,1,1,1,0,0,"30/05/2020","30/05/2020"
-22.9427724,-43.3401116,22755180,1,1,1,0,0,"16/06/2020","16/06/2020"
-22.9415471,-43.6835617,23525060,1,1,1,0,0,"20/04/2020","20/04/2020"
-22.9446226,-43.6762795,23525109,1,0,0,1,1,"21/07/2020","21/07/2020"
-22.8760648,-43.5285437,23092055,1,1,1,0,0,"01/07/2020","01/07/2020"
-22.828113,-43.298826,21215563,1,1,1,0,0,"22/05/2020","22/05/2020"
-22.8291995,-43.2995809,21215562,1,1,1,0,0,"01/04/2020","01/04/2020"
-22.9520261,-43.3302759,22755260,1,1,1,0,0,"05/05/2020","05/05/2020"
-22.8363526,-43.2994997,21215540,1,1,1,0,0,"17/06/2020","17/06/2020"
-22.9530495,-43.331799,22755310,1,1,1,0,0,"04/06/2020","04/06/2020"
-22.9592452,-43.3344808,22755370,1,1,1,0,0,"03/06/2020","03/06/2020"
-22.8897916,-43.5863702,23073160,1,0,0,1,1,"20/07/2020","20/07/2020"
-22.8964406,-43.4756145,21825400,1,1,1,0,0,"28/04/2020","28/04/2020"
-22.9347306,-43.3472628,22760030,1,1,1,0,0,"05/05/2020","05/05/2020"
-22.9420508,-43.6917851,23525012,1,1,1,0,0,"17/06/2020","17/06/2020"
-22.9436356,-43.3400271,22755170,1,1,1,0,0,"17/06/2020","17/06/2020"
-22.8894655,-43.4652944,21825220,1,1,1,0,0,"30/06/2020","30/06/2020"
-22.8931843,-43.5883967,23073050,1,1,1,0,0,"14/05/2020","14/05/2020"
-22.9547892,-43.3326395,22755069,1,1,1,0,0,"23/04/2020","23/04/2020"
-22.8868121,-43.4671888,21825130,1,1,1,0,0,"07/07/2020","07/07/2020"
-22.9463849,-43.6851993,23525030,1,1,1,0,0,"15/06/2020","15/06/2020"
-22.889196,-43.4667373,21825150,1,1,1,0,0,"18/05/2020","18/05/2020"
-22.949592,-43.1790693,22290210,1,1,1,0,0,"16/06/2020","16/06/2020"
-22.8519909,-43.3103398,21220250,1,1,1,0,0,"07/05/2020","07/05/2020"
-22.8916623,-43.5866955,23073090,1,1,1,0,0,"22/06/2020","22/06/2020"
-22.8897071,-43.4652326,21825210,1,1,1,0,0,"28/05/2020","28/05/2020"
-22.9481139,-43.3391905,22755158,1,0,0,0,0,"09/04/2020","09/04/2020"
-22.9445391,-43.3429062,22755160,1,1,1,0,0,"17/07/2020","17/07/2020"
-22.8562959,-43.3097458,21220180,1,1,1,0,0,"04/06/2020","04/06/2020"
-22.8555485,-43.308035,21220170,1,1,1,0,0,"08/05/2020","08/05/2020"
-22.8555467,-43.3059771,21220140,1,1,1,0,0,"10/05/2020","10/05/2020"
-22.8571439,-43.3072803,21220120,1,1,1,0,0,"01/07/2020","01/07/2020"
-22.8930092,-43.5996388,23062420,1,0,0,0,0,"29/05/2020","29/05/2020"
-22.8882938,-43.3530468,21320210,1,1,1,0,0,"30/04/2020","30/04/2020"
-22.8932442,-43.6015533,23062390,1,1,1,0,0,"09/07/2020","09/07/2020"
-22.9293733,-43.3570712,22740320,1,0,0,1,1,"26/07/2020","26/07/2020"
-22.8939094,-43.3479964,21320180,1,1,1,0,0,"12/05/2020","12/05/2020"
-22.8929648,-43.4470966,21770270,1,1,1,0,0,"29/05/2020","29/05/2020"
-22.8925072,-43.3456828,21320110,1,1,1,0,0,"09/06/2020","09/06/2020"
-22.8846089,-43.3417096,21320080,1,1,1,0,0,"14/05/2020","14/05/2020"
-22.9315068,-43.3656918,22740340,1,1,1,0,0,"19/05/2020","19/05/2020"
-22.9275678,-43.3563231,22740350,1,0,0,0,0,"30/03/2020","30/03/2020"
-22.9209758,-43.6865407,23515090,1,1,1,0,0,"19/06/2020","19/06/2020"
-22.9225835,-43.682797,23515122,1,1,1,0,0,"12/04/2020","12/04/2020"
-22.902045,-43.597027,23062340,1,1,1,0,0,"09/05/2020","09/05/2020"
-22.9268833,-43.6703559,23510500,1,1,1,0,0,"27/04/2020","27/04/2020"
-22.9251786,-43.6745564,23510430,1,1,1,0,0,"15/05/2020","15/05/2020"
-22.9258093,-43.3538273,22740270,1,1,1,0,0,"25/05/2020","25/05/2020"
-22.8988513,-43.4435589,21770106,1,1,1,0,0,"29/04/2020","29/04/2020"
-22.8959657,-43.3629523,21321290,1,1,1,0,0,"29/05/2020","29/05/2020"
-22.8959235,-43.3614123,21321280,1,0,0,0,0,"15/05/2020","15/05/2020"
-22.8996301,-43.444989,21770108,1,1,1,0,0,"13/05/2020","13/05/2020"
-22.8925571,-43.4395749,21770130,1,0,0,0,0,"02/06/2020","02/06/2020"
-22.8920752,-43.3597039,21321240,1,1,1,0,0,"05/06/2020","05/06/2020"
-22.930526,-43.3633985,22740110,1,1,1,0,0,"20/05/2020","20/05/2020"
-22.9295199,-43.3638611,22740150,1,1,1,0,0,"15/06/2020","15/06/2020"
-22.8954112,-43.3580281,21321200,1,1,1,0,0,"22/04/2020","22/04/2020"
-22.895042,-43.3555631,21321160,1,1,1,0,0,"28/06/2020","28/06/2020"
-22.9043139,-43.3512648,21321120,1,1,1,0,0,"09/07/2020","09/07/2020"
-22.862618,-43.53351,23092430,1,1,1,0,0,"25/05/2020","25/05/2020"
-22.9237504,-43.6740183,23510380,1,1,1,0,0,"06/05/2020","06/05/2020"
-22.8636682,-43.5455159,23092380,1,1,1,0,0,"31/03/2020","31/03/2020"
-22.9247977,-43.3580514,22740245,1,1,1,0,0,"21/04/2020","21/04/2020"
-22.9259318,-43.6760547,23510390,1,1,1,0,0,"07/07/2020","07/07/2020"
-22.8932737,-43.4459675,21770260,1,1,1,0,0,"24/04/2020","24/04/2020"
-22.8984414,-43.4439856,21770104,1,1,1,0,0,"21/07/2020","21/07/2020"
-22.8949523,-43.3219209,21311430,1,1,1,0,0,"22/06/2020","22/06/2020"
-22.8923642,-43.4427309,21770330,1,1,1,0,0,"30/04/2020","30/04/2020"
-22.9335952,-43.3516418,22743060,1,1,1,0,0,"30/06/2020","30/06/2020"
-22.8927354,-43.4501824,21775004,1,1,1,0,0,"17/07/2020","17/07/2020"
-22.8863287,-43.327789,21311100,1,1,1,0,0,"29/05/2020","29/05/2020"
-22.8863063,-43.3268462,21311090,1,1,1,0,0,"14/04/2020","14/04/2020"
-22.8847689,-43.4411051,21775010,1,1,1,0,0,"08/04/2020","08/04/2020"
-22.884989,-43.4414512,21775020,1,1,1,0,0,"19/05/2020","19/05/2020"
-22.9287745,-43.685943,23515240,1,1,1,0,0,"19/05/2020","19/05/2020"
-22.8850216,-43.3355168,21311020,1,0,0,1,1,"15/07/2020","15/07/2020"
-22.8858725,-43.4423545,21775060,1,0,0,0,0,"05/06/2020","05/06/2020"
-22.8875463,-43.4435589,21775080,1,1,1,0,0,"23/06/2020","23/06/2020"
-22.8789927,-43.3370546,21310350,1,1,1,0,0,"09/06/2020","09/06/2020"
-22.8833815,-43.3376213,21310340,1,1,1,0,0,"18/05/2020","18/05/2020"
-22.8877616,-43.4440718,21775100,1,1,1,0,0,"05/05/2020","05/05/2020"
-22.9177974,-43.6813586,23515330,1,1,1,0,0,"10/06/2020","10/06/2020"
-22.9280215,-43.35315,22743210,1,1,1,0,0,"18/05/2020","18/05/2020"
-22.8973807,-43.5982859,23062240,1,1,1,0,0,"03/07/2020","03/07/2020"
-22.8955339,-43.3229698,21311420,1,1,1,0,0,"08/05/2020","08/05/2020"
-22.8930629,-43.3332381,21311150,1,1,1,0,0,"16/06/2020","16/06/2020"
-22.8977025,-43.5986351,23062270,1,1,1,0,0,"18/05/2020","18/05/2020"
-22.8944626,-43.4432754,21770350,1,1,1,0,0,"30/04/2020","30/04/2020"
-22.8952448,-43.4471718,21770375,1,1,1,0,0,"26/06/2020","26/06/2020"
-22.8899657,-43.3243355,21311340,1,1,1,0,0,"06/05/2020","06/05/2020"
-22.8881944,-43.3225246,21311325,1,0,0,0,0,"20/04/2020","20/04/2020"
-22.8905493,-43.3256936,21311282,1,1,1,0,0,"16/06/2020","16/06/2020"
-22.9215996,-43.6840418,23515162,1,1,1,0,0,"10/06/2020","10/06/2020"
-22.8888233,-43.3299186,21311260,1,1,1,0,0,"15/05/2020","15/05/2020"
-22.9816838,-43.2129947,22421029,1,1,1,0,0,"09/06/2020","09/06/2020"
-22.8966627,-43.5982534,23062320,1,1,1,0,0,"30/04/2020","30/04/2020"
-22.89129,-43.332776,21311160,1,1,1,0,0,"07/05/2020","07/05/2020"
-22.9265761,-43.3658535,22740020,1,1,1,0,0,"06/05/2020","06/05/2020"
